ID,Age,Education,Marital_Status,Income,Recency,TotalSpend,TotalPurchases,CampaignAccepted,WebEngagement,HouseholdDependents,Segment,SegmentName,PCA1,PCA2
10669,34,Graduation,Married,54386.0,8,470,15,0,6,1,1,Low-Engagement,-0.10500967756152706,-0.6608890982893494
2918,34,Graduation,Divorced,28510.0,72,91,6,0,7,2,1,Low-Engagement,-2.114811560084765,-0.18740677480576506
5735,24,Master,Single,90638.0,29,2525,17,1,4,0,2,Established Value,3.2722164075975555,-1.8007671224279904
359,65,Graduation,Together,48070.0,33,504,16,0,15,1,3,Digital-Engaged,-0.022195680541290713,1.5605663387856548
8387,58,Graduation,Married,43140.0,68,235,10,0,10,1,1,Low-Engagement,-0.8689058281280954,0.09928881667386551
1829,54,PhD,Divorced,54959.0,55,1232,18,1,16,1,3,Digital-Engaged,1.4177675490412256,1.781712497421399
3839,57,Basic,Single,15056.0,76,88,7,0,7,2,1,Low-Engagement,-2.370922027198844,-0.11297761360416005
9392,44,Graduation,Single,26954.0,17,17,3,0,8,1,1,Low-Engagement,-1.9773528329661707,-0.5453816730206557
2292,30,Graduation,Single,22327.0,94,24,4,0,6,1,1,Low-Engagement,-2.0322011046260418,-1.059558688724336
10466,50,Graduation,Married,44393.0,86,60,5,0,5,2,1,Low-Engagement,-1.8577022199689974,-0.7748554607229934
9855,63,PhD,Single,62000.0,25,1020,25,1,10,1,3,Digital-Engaged,1.793665703499568,0.5859991081640402
4088,53,PhD,Together,31497.0,22,155,8,0,11,1,1,Low-Engagement,-1.3513194815577398,0.3512140608180018
5231,41,2n Cycle,Married,45894.0,15,51,4,0,6,2,1,Low-Engagement,-1.8936910467543675,-0.5005017019428792
590,45,Master,Divorced,78579.0,35,1812,15,0,8,0,2,Established Value,2.15565271809032,-0.8132130986933335
8732,46,Master,Widow,67369.0,81,1461,21,2,11,1,0,Premium High-Value,2.525682461184949,0.5529127042714088
2315,55,Graduation,Divorced,58401.0,55,96,5,0,5,1,1,Low-Engagement,-1.0496544404916521,-1.3372487798032524
3515,63,Graduation,Single,62307.0,94,160,8,0,9,1,1,Low-Engagement,-0.6258639180386836,-0.3045734131931823
2245,46,Master,Married,43641.0,50,139,7,0,8,2,1,Low-Engagement,-1.6262371441261725,0.06890213340849614
6283,47,Master,Divorced,63841.0,64,908,21,0,15,1,3,Digital-Engaged,1.071920531932825,1.6685957049287832
2246,50,2n Cycle,Married,46891.0,91,183,7,0,6,1,1,Low-Engagement,-1.0899646273824146,-1.0203815424534846
6606,46,Master,Married,70091.0,11,1161,17,1,13,1,3,Digital-Engaged,1.5990624296184974,1.01209703148779
5545,43,PhD,Married,78075.0,72,988,13,0,4,0,2,Established Value,1.2114332856765944,-1.9055727889287153
7342,54,2n Cycle,Widow,59184.0,6,1072,24,0,11,1,3,Digital-Engaged,1.2504227370374854,0.8812146126299013
837,38,Graduation,Married,54809.0,0,174,8,0,6,2,1,Low-Engagement,-1.2919661734440788,-0.364091896108706
9500,56,Graduation,Married,58113.0,66,758,19,0,16,1,3,Digital-Engaged,0.6750454961232942,1.852346563891552
3602,57,Master,Married,51412.0,42,195,9,0,7,1,1,Low-Engagement,-0.8225708998337019,-0.6671254267666552
234,36,Graduation,Divorced,15287.0,60,31,4,1,8,1,1,Low-Engagement,-1.7057023888563576,-0.5761590933188612
2995,58,Master,Together,66636.0,64,1084,16,0,4,0,2,Established Value,1.2304934760353519,-1.75035749986
1118,59,Master,Married,50965.0,87,685,19,1,18,1,3,Digital-Engaged,0.9341103609913827,2.2789779211750845
7789,50,PhD,Married,84618.0,96,1672,25,1,8,0,2,Established Value,3.3448156318100626,-0.5873757822233652
3068,25,Graduation,Married,18351.0,1,43,5,0,9,0,1,Low-Engagement,-1.5662692463381336,-0.7360800780707323
8955,58,PhD,Together,40451.0,54,49,4,1,6,2,1,Low-Engagement,-1.5568861993933594,-0.5835016213037327
945,50,Graduation,Together,36317.0,53,133,7,0,10,1,1,Low-Engagement,-1.3355266540101849,0.02413699622185329
5644,58,Graduation,Together,42213.0,96,363,13,1,12,1,3,Digital-Engaged,-0.06992874427222921,0.6121958134128898
7192,60,Graduation,Together,65748.0,58,545,16,0,3,1,2,Established Value,0.26774722922390265,-1.439646065019231
2324,43,Graduation,Together,77044.0,12,1065,29,1,11,1,3,Digital-Engaged,2.48773042740327,0.943872012371005
697,46,Graduation,Together,74918.0,78,2047,20,1,8,0,2,Established Value,3.0969243928952848,-0.719031090089025
3439,43,Graduation,Married,56721.0,64,296,10,0,10,2,1,Low-Engagement,-0.9307079074502926,0.6129942013342995
1506,40,Graduation,Single,42160.0,26,140,7,0,8,2,1,Low-Engagement,-1.6639780727030224,0.09804167840557414
232,50,Graduation,Single,61559.0,8,530,16,0,7,1,2,Established Value,0.20565641108805807,-0.40227161242935733
8876,52,PhD,Together,33629.0,49,152,8,0,12,2,1,Low-Engagement,-1.7274277846786632,1.111379001587155
4500,24,PhD,Together,68682.0,56,1598,23,0,6,0,2,Established Value,2.2568300738169422,-0.9983062262634935
9739,52,Graduation,Single,34377.0,55,114,6,0,9,1,1,Low-Engagement,-1.4832955099430087,-0.2523014120705981
10395,29,Basic,Single,8940.0,25,101,7,0,11,1,1,Low-Engagement,-2.0116912893945127,0.38064449113820276
1176,42,Graduation,Married,26228.0,50,25,3,0,9,1,1,Low-Engagement,-1.9689007793022832,-0.33342483096090897
1627,58,2n Cycle,Divorced,77297.0,84,789,21,1,9,0,2,Established Value,2.111129259849143,-0.4660433616981287
938,34,Graduation,Married,40211.0,30,87,5,1,10,2,1,Low-Engagement,-1.4034789999671002,0.4524685510222606
2740,57,PhD,Widow,33438.0,81,90,7,0,7,2,1,Low-Engagement,-1.9263207967195801,-0.17505359881926774
257,56,PhD,Married,75032.0,74,1215,18,0,8,1,2,Established Value,1.306325505806838,-0.18701151285793238
4058,60,PhD,Single,61284.0,76,811,21,1,17,0,3,Digital-Engaged,1.8614637212757568,1.5388810389390855
7736,29,Graduation,Married,22518.0,36,61,5,1,7,1,1,Low-Engagement,-1.452756246642536,-0.7802267630752833
8210,40,Master,Married,54730.0,64,405,13,0,8,1,1,Low-Engagement,-0.25822226958638617,-0.3068872611413648
833,60,Master,Married,38452.0,62,72,6,0,10,2,1,Low-Engagement,-1.8501474992329108,0.521863076179933
6230,44,Graduation,Divorced,44421.0,53,189,9,0,13,2,1,Low-Engagement,-1.3498292524473003,1.354437157058407
7325,29,PhD,Together,38197.0,86,40,4,0,6,1,1,Low-Engagement,-1.6371034969545502,-1.1004036457883575
1307,37,Graduation,Divorced,41986.0,15,63,7,0,7,1,1,Low-Engagement,-1.3105005266453815,-0.6854229702002069
1502,32,Graduation,Together,28427.0,67,52,5,0,10,1,1,Low-Engagement,-1.735628625003752,-0.04028482532123952
6211,39,PhD,Together,37395.0,47,39,4,0,7,1,1,Low-Engagement,-1.6475865488592631,-0.8146969691517851
843,44,Graduation,Married,64722.0,47,805,21,0,14,1,3,Digital-Engaged,0.9840154385215565,1.4387652149989716
4174,59,Master,Together,55249.0,81,130,7,0,5,1,1,Low-Engagement,-0.9522947971970274,-1.28000347546065
9757,43,Graduation,Together,84906.0,98,1631,23,3,7,0,0,Premium High-Value,4.090469488011908,-1.0277608658285011
6918,26,Graduation,Married,28691.0,56,34,4,0,9,1,1,Low-Engagement,-1.8311149383185235,-0.31025382960617137
286,63,Graduation,Single,44213.0,48,152,8,0,8,2,1,Low-Engagement,-1.5313565381875138,0.1061581137329936
11086,31,Basic,Single,25707.0,18,21,4,0,8,1,1,Low-Engagement,-1.9339224786087632,-0.5056518499786048
1921,48,PhD,Married,59062.0,74,71,5,0,6,3,1,Low-Engagement,-1.9245725588168932,-0.01353050137005346
4138,53,Graduation,Single,76624.0,68,899,22,1,6,1,2,Established Value,1.774793151880633,-0.5885779842647825
7718,68,Master,Together,66000.0,36,711,9,0,2,0,2,Established Value,0.35999573203219654,-2.4684378240675864
1291,37,PhD,Together,27683.0,90,351,12,0,14,1,1,Low-Engagement,-0.9361116078817843,1.1730954638318594
6862,44,Graduation,Divorced,1730.0,65,8,0,0,20,0,1,Low-Engagement,-2.0326035710480443,1.7243263337986552
4136,23,Basic,Single,7500.0,63,119,7,0,12,1,1,Low-Engagement,-2.009295570907291,0.5896153430542653
803,47,Graduation,Together,40521.0,82,21,3,0,5,2,1,Low-Engagement,-2.1257472210881,-0.8328728533469882
4298,42,PhD,Together,20427.0,63,10,3,0,9,1,1,Low-Engagement,-2.1175734623313764,-0.328863045255768
10833,40,Graduation,Married,65106.0,55,973,24,1,14,1,3,Digital-Engaged,1.81868691149146,1.4817755992445691
9606,50,PhD,Married,69969.0,64,1536,12,2,7,0,0,Premium High-Value,2.41020633882338,-1.2930209364808518
8534,63,Graduation,Married,67433.0,51,992,24,1,10,2,3,Digital-Engaged,1.3901042384894118,1.0564799006436476
5153,48,PhD,Married,77766.0,97,1529,32,1,17,1,3,Digital-Engaged,3.228597111147999,2.4304612506013674
961,43,Graduation,Married,74716.0,92,860,15,0,11,1,3,Digital-Engaged,0.8173007271137124,0.4112434308936657
5011,52,Graduation,Divorced,68118.0,51,928,21,0,14,1,3,Digital-Engaged,1.1765066382481708,1.4254876095358535
6653,45,PhD,Married,55158.0,72,418,14,0,14,2,3,Digital-Engaged,-0.5206400781525615,1.7317927555372468
9094,60,2n Cycle,Married,62972.0,39,587,14,0,13,1,3,Digital-Engaged,0.24282459318978772,0.9487369690983439
810,40,Graduation,Married,74190.0,49,641,17,0,6,1,2,Established Value,0.6692930892312144,-0.6886529250115634
5493,39,Graduation,Married,39356.0,21,23,3,1,7,2,1,Low-Engagement,-1.665797273117758,-0.34013613802775217
2147,46,Graduation,Together,76653.0,91,2279,22,2,6,0,0,Premium High-Value,3.7859969106572113,-1.2098491916098557
5107,42,PhD,Divorced,35860.0,37,49,4,1,6,2,1,Low-Engagement,-1.6694565881660235,-0.5518884454777067
3979,32,PhD,Divorced,90687.0,98,1779,16,1,8,0,2,Established Value,2.9595760131716413,-0.9386549312323541
6049,33,Master,Together,73450.0,85,1804,26,2,10,0,0,Premium High-Value,3.7567078603612774,-0.07648957296045915
8147,55,Graduation,Married,31454.0,40,48,5,0,10,2,1,Low-Engagement,-2.112482137617787,0.5289458553425493
1857,63,Graduation,Single,47139.0,2,83,5,0,9,2,1,Low-Engagement,-1.7231624418827465,0.2761951742349336
3910,40,Graduation,Divorced,83829.0,78,1862,17,3,5,0,0,Premium High-Value,3.8217088880576693,-1.7092308730248813
5207,52,PhD,Married,53378.0,41,793,19,0,17,2,3,Digital-Engaged,0.16130067371163737,2.68737816151248
11114,45,Graduation,Together,19656.0,94,84,6,0,9,1,1,Low-Engagement,-1.8594174705562403,-0.24686513053379272
5429,67,PhD,Married,45579.0,10,183,9,0,10,1,1,Low-Engagement,-0.9338594877542935,0.11361719404413888
9400,57,2n Cycle,Single,85485.0,73,1383,18,0,8,0,2,Established Value,2.1509914287217846,-0.7676178978101419
1740,71,Graduation,Married,55956.0,22,999,14,1,11,0,3,Digital-Engaged,1.3195016906380883,-0.10539234317984762
7488,52,Master,Single,64191.0,30,825,21,0,8,1,2,Established Value,0.8994401668458373,-0.0021380320566619345
195,43,Graduation,Single,38808.0,21,246,10,1,13,1,1,Low-Engagement,-0.4607100970176959,0.8309860401012724
635,49,Master,Married,57183.0,51,610,17,0,17,2,3,Digital-Engaged,-0.04944608510338811,2.589679281743367
7527,47,Master,Divorced,23748.0,97,76,6,0,10,1,1,Low-Engagement,-1.7531809683196953,-0.019347023350459975
10319,44,Graduation,Married,66303.0,56,1286,18,1,11,1,3,Digital-Engaged,1.6661947245315516,0.5293210014562858
2296,40,Master,Married,37368.0,4,30,3,1,7,1,1,Low-Engagement,-1.2667825435029068,-0.8675698560095537
10637,51,Graduation,Married,40800.0,77,99,6,0,10,3,1,Low-Engagement,-2.210264487464818,1.0505959162247607
2931,37,Graduation,Divorced,71847.0,95,1192,22,1,9,0,2,Established Value,2.4125077287550707,-0.4191614148554333
907,40,Graduation,Married,46149.0,36,362,13,0,10,1,1,Low-Engagement,-0.47751141016850635,0.23458915240581701
3698,32,Graduation,Together,78687.0,13,2130,18,1,6,0,2,Established Value,3.0816418551842983,-1.2238008842411583
9516,44,2n Cycle,Divorced,49118.0,90,1229,26,2,16,0,0,Premium High-Value,2.744009063386767,1.4477141417912451
679,58,PhD,Married,37633.0,49,38,4,0,10,2,1,Low-Engagement,-2.0413982554348507,0.46363711564987387
7384,64,Master,Together,39767.0,18,485,15,0,15,0,3,Digital-Engaged,0.13213266266472684,1.0135388316155982
5043,64,Basic,Married,26997.0,89,434,11,0,11,0,1,Low-Engagement,-0.5491335366422241,-0.1408217667181257
5267,45,Graduation,Divorced,33986.0,43,44,4,0,8,1,1,Low-Engagement,-1.7110081050222237,-0.5566267459629587
339,43,PhD,Married,57091.0,82,496,16,1,16,1,3,Digital-Engaged,0.673016821710469,1.6657954571740985
2516,46,2n Cycle,Married,46831.0,84,78,5,0,5,2,1,Low-Engagement,-1.7831657793139857,-0.7801726115121781
9010,43,Master,Married,83151.0,80,2346,22,3,7,0,0,Premium High-Value,4.420162075190904,-1.0353678514156046
378,44,Graduation,Married,52531.0,68,794,19,0,13,0,3,Digital-Engaged,0.9721946018231096,0.5868710379533338
4808,59,Graduation,Married,15759.0,12,17,3,0,8,0,1,Low-Engagement,-1.804584183486728,-1.05661784870351
5068,44,Graduation,Single,22804.0,75,26,4,0,11,1,1,Low-Engagement,-1.948315358599667,0.17519975793827164
7628,42,2n Cycle,Married,43050.0,10,76,6,0,7,1,1,Low-Engagement,-1.3435905130689674,-0.7203107226685205
7128,38,PhD,Single,42997.0,91,15,3,0,8,2,1,Low-Engagement,-2.0266361748823174,-0.11974159680768094
2811,52,PhD,Single,48918.0,21,62,5,0,5,2,1,Low-Engagement,-1.7552173665042268,-0.7224060518632793
3551,61,Master,Together,60033.0,28,198,8,0,4,1,1,Low-Engagement,-0.7277751750972394,-1.4464219047782108
1663,37,PhD,Together,34043.0,97,49,4,0,11,1,1,Low-Engagement,-1.6545745000843448,0.118115780696371
5543,49,Graduation,Together,57811.0,49,802,20,1,12,1,3,Digital-Engaged,1.1810514236223144,0.8745750459464179
1577,69,Graduation,Married,78569.0,14,1736,14,1,5,0,2,Established Value,2.4357440800556374,-1.6194351333095944
10641,37,Graduation,Single,7500.0,5,57,6,0,8,2,1,Low-Engagement,-2.642981595606781,0.1890175660899605
5336,44,Master,Together,157733.0,37,59,2,0,2,1,1,Low-Engagement,-0.4706016625036073,-2.2716417477287383
6024,62,Graduation,Together,94384.0,62,2302,18,3,7,0,0,Premium High-Value,4.409255218562793,-1.1991594028010688
1878,30,2n Cycle,Married,23148.0,83,37,5,0,9,0,1,Low-Engagement,-1.4459661214841422,-0.8348527495230117
3099,45,Graduation,Divorced,44267.0,48,310,11,0,14,2,3,Digital-Engaged,-1.0916268556847109,1.6783882652813562
6055,36,Graduation,Married,71626.0,94,1305,18,1,8,0,2,Established Value,2.2149380340894704,-0.8069522962912259
5841,49,Graduation,Together,60894.0,61,832,21,0,17,1,3,Digital-Engaged,0.9617030577478778,2.166686935445115
3972,39,Graduation,Together,50200.0,70,401,13,0,15,2,3,Digital-Engaged,-0.710514638841607,1.955537745210338
4394,50,PhD,Married,81051.0,43,1501,22,2,7,0,0,Premium High-Value,3.3399091976171316,-0.9378587858568893
5758,33,Graduation,Married,65169.0,23,1189,27,4,16,0,0,Premium High-Value,4.08482414254823,1.3829048506008221
6658,43,Graduation,Together,59868.0,37,1194,25,0,17,1,3,Digital-Engaged,1.5374861861914455,2.345719716426056
4603,55,PhD,Married,65695.0,50,656,19,0,9,1,3,Digital-Engaged,0.6617525269152754,0.14058295680393934
8427,59,Master,Single,64857.0,78,1540,22,0,11,0,2,Established Value,2.1188580317324592,0.17037427558399845
10260,50,Master,Together,45143.0,74,311,12,0,13,1,3,Digital-Engaged,-0.5685880539906714,0.8915325012895825
7143,60,2n Cycle,Together,74805.0,14,820,21,0,6,1,2,Established Value,1.1190678717216433,-0.5054545224829481
8789,26,2n Cycle,Married,59060.0,77,274,11,0,7,1,1,Low-Engagement,-0.42393400192101205,-0.6520724074236665
6197,53,PhD,Single,27238.0,39,57,6,0,12,2,1,Low-Engagement,-2.1070375814067837,1.0666950664415566
4554,50,Graduation,Together,47009.0,89,448,13,0,7,1,1,Low-Engagement,-0.41685482531675766,-0.5514008817482154
4937,42,2n Cycle,Married,46094.0,62,44,4,0,8,2,1,Low-Engagement,-1.8600574156369771,-0.06253444646422458
1920,43,Graduation,Married,40321.0,59,102,6,0,10,2,1,Low-Engagement,-1.77866309869915,0.5194629860294423
8749,31,Graduation,Together,37235.0,68,61,4,0,5,1,1,Low-Engagement,-1.6582726759860826,-1.3221475265628604
1650,55,Master,Married,81843.0,13,1643,26,0,8,0,2,Established Value,2.8467199058424666,-0.3974089247160192
10377,57,Master,Together,46692.0,37,397,12,0,12,1,3,Digital-Engaged,-0.47345189176495384,0.6821378172235759
9206,47,Graduation,Together,77382.0,36,1121,24,1,6,1,2,Established Value,2.1275146748119687,-0.4821073324658786
10971,38,Graduation,Single,37774.0,28,473,12,1,16,2,3,Digital-Engaged,-0.5406080022988485,2.1843207875763486
6398,41,Basic,Married,18393.0,2,50,6,0,11,1,1,Low-Engagement,-1.9026333191598985,0.33745600717660024
9212,53,Master,Married,72828.0,17,1678,22,0,13,1,3,Digital-Engaged,2.013202760953696,1.2473022814897126
7937,33,Graduation,Married,24711.0,86,58,6,0,10,0,1,Low-Engagement,-1.3048450371815346,-0.5623357848227654
839,40,PhD,Married,45503.0,54,170,8,0,8,1,1,Low-Engagement,-1.0407386315627145,-0.45483289565872936
4246,33,Master,Single,6560.0,2,373,2,0,18,0,1,Low-Engagement,-1.607458295761625,1.379628305074475
158,70,PhD,Together,71604.0,3,1196,16,1,12,0,2,Established Value,2.0242169110856536,0.18471256074578704
4832,36,Graduation,Married,27244.0,84,101,6,0,9,1,1,Low-Engagement,-1.662898203722545,-0.2599794844584099
5621,46,Graduation,Married,48752.0,8,316,12,0,15,2,3,Digital-Engaged,-0.8990645549474499,1.9856462579086942
1945,53,Graduation,Married,71434.0,4,1400,18,2,11,1,0,Premium High-Value,2.349957985439277,0.507842092391605
5147,67,Graduation,Single,90842.0,57,1424,26,0,5,0,2,Established Value,2.8285275380350074,-1.2027514600587932
2535,37,Master,Married,88097.0,24,844,19,3,15,1,0,Premium High-Value,2.847466072753498,1.379977059727255
11039,40,Graduation,Married,51948.0,51,311,11,0,10,1,1,Low-Engagement,-0.5212960706177889,0.12703463596212214
9495,33,Graduation,Together,71853.0,29,1149,16,0,3,0,2,Established Value,1.3952832374198518,-1.9733968470435395
9635,32,Master,Married,35876.0,13,129,7,0,9,0,1,Low-Engagement,-0.9266499226403953,-0.7280553411484783
2173,63,Graduation,Widow,40049.0,23,32,4,0,7,1,1,Low-Engagement,-1.5930336403257497,-0.7984634315155374
942,33,Graduation,Single,39660.0,36,299,11,0,16,1,3,Digital-Engaged,-0.7419249812704942,1.6404816132662838
9386,53,Graduation,Together,50127.0,88,320,12,1,11,1,3,Digital-Engaged,-0.0034356095981317083,0.31517163219790256
5510,38,Master,Married,43263.0,2,441,13,0,10,1,1,Low-Engagement,-0.4803595690079317,0.2791579149190267
873,66,Master,Married,62845.0,3,1178,17,1,11,2,3,Digital-Engaged,0.9671061550900192,1.1072622317374563
2253,25,Graduation,Married,18929.0,15,85,5,0,7,0,1,Low-Engagement,-1.5421466028715367,-1.2384438881670157
5181,33,Basic,Single,24367.0,58,24,3,0,10,1,1,Low-Engagement,-1.998959436744709,-0.09248761346852055
979,40,Graduation,Single,33249.0,11,112,6,0,8,1,1,Low-Engagement,-1.532345808356386,-0.44719901424735903
10390,56,2n Cycle,Married,26887.0,27,30,4,0,7,1,1,Low-Engagement,-1.9109378806985822,-0.7617714364359364
4698,32,PhD,Married,50150.0,32,410,14,0,10,0,3,Digital-Engaged,0.17368131802560408,-0.2874126389211777
7793,39,Graduation,Together,62061.0,12,800,21,1,16,1,3,Digital-Engaged,1.4049649907801254,1.9094812015317877
1745,53,PhD,Divorced,85696.0,88,1313,19,0,5,0,2,Established Value,2.1210913235697473,-1.4776015602093793
10590,59,PhD,Together,76542.0,91,1483,22,0,6,0,2,Established Value,2.2774566620486874,-1.0965522051646321
5080,22,Graduation,Single,70515.0,12,1258,16,0,8,0,2,Established Value,1.531710490027792,-0.7338909556432378
8369,28,Graduation,Together,18227.0,21,28,3,0,8,1,1,Low-Engagement,-2.176915320522712,-0.5222969546126264
5232,50,Graduation,Married,69139.0,23,227,10,0,8,1,1,Low-Engagement,-0.28552074645827213,-0.4221058145110675
2407,33,Graduation,Married,69109.0,10,1555,19,1,10,0,2,Established Value,2.466947960405741,-0.18698629050108037
3834,53,Graduation,Single,69627.0,35,861,21,0,13,1,3,Digital-Engaged,1.1361160238589911,1.1930800268158972
7912,37,Graduation,Married,38136.0,69,103,6,1,11,1,1,Low-Engagement,-0.907143106815818,0.14834941651141664
7712,69,PhD,Single,62159.0,68,634,18,0,10,0,2,Established Value,0.9468033425284215,-0.21163631407066444
1065,52,Graduation,Single,80695.0,85,1918,18,0,7,0,2,Established Value,2.502425413161575,-1.0025673228478351
7275,44,Master,Single,33316.0,34,131,7,0,8,2,1,Low-Engagement,-1.8837876476691766,0.11718167292999908
1343,47,Graduation,Together,58554.0,55,586,16,0,15,2,3,Digital-Engaged,-0.13640179039504946,2.057519244021957
1384,23,Basic,Married,17256.0,10,62,5,1,10,1,1,Low-Engagement,-1.5378988338242923,-0.007247036344027615
9967,41,Graduation,Divorced,53034.0,30,447,14,0,14,2,3,Digital-Engaged,-0.5509989679402248,1.7816337327147853
6181,65,2n Cycle,Together,52203.0,36,939,26,0,14,0,3,Digital-Engaged,1.5929173207668617,1.12344176667233
10507,38,2n Cycle,Divorced,59601.0,14,797,11,1,10,1,3,Digital-Engaged,0.5586013585463436,0.0864536831566489
2674,57,Master,Single,75154.0,79,1143,15,0,9,1,2,Established Value,1.0507797231722609,-0.06045650872387326
2698,39,Graduation,Single,47025.0,52,415,14,0,12,1,3,Digital-Engaged,-0.30798861915954395,0.7396513440964138
3231,42,Graduation,Married,37971.0,97,30,4,0,9,1,1,Low-Engagement,-1.6063251653608377,-0.3809843107284886
4096,47,Master,Divorced,41335.0,24,187,9,0,11,1,1,Low-Engagement,-1.0160046774074436,0.3558620304631694
10476,57,Graduation,Married,67267.0,0,251,10,0,5,1,1,Low-Engagement,-0.3557183986388674,-1.1225999502413777
5948,40,Graduation,Single,57338.0,96,237,10,0,9,1,1,Low-Engagement,-0.5366649146338505,-0.2166894205644864
9140,55,2n Cycle,Together,50523.0,89,91,6,0,8,2,1,Low-Engagement,-1.5685532742238184,-0.029671686695364026
10258,50,Master,Single,35791.0,94,35,4,0,9,3,1,Low-Engagement,-2.5400433534301494,0.7310027604210153
5675,55,PhD,Divorced,50611.0,98,493,16,1,10,1,3,Digital-Engaged,0.42885474226935305,0.20934513187239648
4743,46,PhD,Married,56242.0,72,971,23,0,14,1,3,Digital-Engaged,1.0714529526444412,1.5149880789754222
8805,55,Graduation,Single,48904.0,1,371,13,0,15,1,3,Digital-Engaged,-0.3345591612533761,1.4787201335022309
1542,40,Graduation,Single,56243.0,26,396,14,0,9,3,1,Low-Engagement,-1.0357369100850495,1.1094832452300591
6770,30,Graduation,Married,21355.0,5,68,5,1,8,1,1,Low-Engagement,-1.4637452769301806,-0.5014929500802844
8773,44,Master,Together,57420.0,22,322,12,1,12,1,3,Digital-Engaged,0.18010868445933753,0.6034203799752885
10420,60,Master,Divorced,46390.0,56,222,9,0,11,1,1,Low-Engagement,-0.8590045110456229,0.30785578672471386
7514,59,2n Cycle,Together,54342.0,74,177,8,0,9,2,1,Low-Engagement,-1.247420800324576,0.29180543819332716
793,42,Graduation,Married,20895.0,24,45,5,0,11,1,1,Low-Engagement,-1.913884694562775,0.2703096515068904
10909,67,Graduation,Married,92344.0,9,1899,20,2,6,0,0,Premium High-Value,3.8101660090101763,-1.2508148933446637
8702,39,2n Cycle,Together,26907.0,10,22,4,0,8,2,1,Low-Engagement,-2.3478563479699432,0.04987169726109419
4791,35,Graduation,Together,44964.0,35,41,4,0,9,2,1,Low-Engagement,-1.8787179420432187,0.21189856139792718
2963,36,Graduation,Together,75507.0,56,1440,20,0,11,0,2,Established Value,2.1431809126380985,0.08507599432365832
8216,43,Master,Married,53761.0,7,325,11,0,9,2,1,Low-Engagement,-0.9279453340452625,0.47424758574911824
8140,42,Graduation,Together,22682.0,51,95,7,0,6,1,1,Low-Engagement,-1.7562464387084618,-0.9053944207405525
10146,43,PhD,Together,38887.0,17,42,4,0,8,1,1,Low-Engagement,-1.5981708042439644,-0.5452598538419251
5289,40,2n Cycle,Single,41658.0,30,72,4,0,5,2,1,Low-Engagement,-1.989474867440104,-0.7458348517378421
2587,43,PhD,Married,29791.0,21,20,5,0,7,1,1,Low-Engagement,-1.7810877382425745,-0.727905833138169
4405,59,Master,Married,63915.0,2,789,21,0,11,2,3,Digital-Engaged,0.4581133621719733,1.3080800139112516
8663,41,Graduation,Divorced,39996.0,85,15,3,0,7,2,1,Low-Engagement,-2.1141789774298045,-0.34766186719204945
2589,43,Graduation,Divorced,26759.0,65,59,6,0,8,1,1,Low-Engagement,-1.729212807071263,-0.4828659852117491
3421,47,Master,Divorced,63841.0,64,908,21,0,15,1,3,Digital-Engaged,1.071920531932825,1.6685957049287832
10490,46,PhD,Married,51039.0,11,417,12,0,13,2,3,Digital-Engaged,-0.7823050968941146,1.4898734148433643
4094,54,Graduation,Married,60544.0,92,289,11,0,11,2,1,Low-Engagement,-0.7571932872351599,0.8526401442052588
9958,43,Graduation,Married,65685.0,54,769,20,0,14,1,3,Digital-Engaged,0.9060620209854112,1.3913880940672245
2534,62,Graduation,Married,37716.0,4,188,8,0,11,1,1,Low-Engagement,-1.1743879073012509,0.3506971584352174
4188,58,Graduation,Single,36864.0,53,354,11,0,13,1,1,Low-Engagement,-0.8015306094417691,0.9022939435410288
6613,45,Master,Married,44511.0,39,727,20,0,16,1,3,Digital-Engaged,0.38637571282798905,1.9586236991363986
10827,48,PhD,Married,36947.0,49,146,7,0,12,2,1,Low-Engagement,-1.7227080570213193,1.0641847183420032
5491,64,Master,Together,47352.0,70,319,12,0,13,1,3,Digital-Engaged,-0.5087785638752135,0.8888611238467952
8402,62,Master,Married,67087.0,40,794,20,0,11,1,3,Digital-Engaged,0.9166469316265373,0.6715536316859781
8783,65,Graduation,Married,57045.0,40,454,15,0,7,1,1,Low-Engagement,-0.036778321507103154,-0.45866509636904024
10010,62,PhD,Divorced,36957.0,43,152,7,0,12,2,1,Low-Engagement,-1.7178401344711782,1.0703534321446606
618,38,PhD,Married,69389.0,17,797,21,0,11,1,3,Digital-Engaged,1.0415398782380743,0.7248077731682022
9121,43,Graduation,Married,80134.0,40,1690,14,3,11,1,0,Premium High-Value,3.009584860518169,0.2398742889306247
361,46,Master,Married,43142.0,84,20,3,0,8,2,1,Low-Engagement,-2.019543055886456,-0.1129798954148974
4310,71,Graduation,Married,80589.0,25,1428,20,1,6,0,2,Established Value,2.642410097792596,-1.1758837393224522
2678,25,Graduation,Single,34412.0,62,209,8,0,14,1,1,Low-Engagement,-1.183953634705065,1.0319437998561107
6376,36,Graduation,Single,57537.0,83,545,15,0,8,1,3,Digital-Engaged,0.0766566978351356,-0.2598039522340477
524,49,Basic,Together,22634.0,47,96,5,0,10,0,1,Low-Engagement,-1.395340813223442,-0.552452484600684
10341,67,Graduation,Together,51315.0,45,222,9,0,4,0,1,Low-Engagement,-0.4014248452017327,-1.9507253639854736
5654,43,Graduation,Married,36026.0,34,61,5,0,8,3,1,Low-Engagement,-2.463491553719813,0.5853858634499196
